Samples,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Date,11/20/2019,11/20/2019,11/20/2019,11/20/2019,11/20/2019,11/20/2019,11/20/2019,11/20/2019,11/20/2019,11/20/2019,11/20/2019,11/20/2019,11/20/2019,11/20/2019,11/20/2019,11/20/2019,11/20/2019,11/20/2019,11/20/2019,11/20/2019,11/20/2019,11/20/2019,11/20/2019,11/20/2019,11/20/2019,11/20/2019,11/20/2019,11/20/2019,11/20/2019,11/20/2019,11/20/2019,11/20/2019,11/20/2019,11/20/2019,11/20/2019,11/20/2019,11/20/2019,11/20/2019,11/20/2019,11/20/2019,11/20/2019,11/20/2019,11/20/2019,11/20/2019,
Time,08:47.6,08:47.6,08:47.6,08:47.6,08:47.6,08:47.6,08:47.6,08:47.6,08:47.6,08:47.6,08:47.6,08:47.6,08:47.8,08:47.8,08:47.8,08:47.8,08:47.8,08:47.8,08:47.8,08:47.8,08:47.8,08:47.8,08:47.8,08:47.8,08:47.8,08:47.8,08:47.8,08:47.8,08:47.8,08:47.8,08:47.8,08:47.8,08:47.8,08:47.8,08:47.8,08:47.8,08:47.8,08:47.8,08:47.8,08:47.8,08:47.8,08:47.8,08:47.8,08:47.8,
Y_Unit_Label,Watts,Watts,Watts,Watts,Watts,Watts,Watts,Watts,Watts,Watts,Watts,Watts,Deg F,Deg F,Deg F,Deg F,Deg F,Deg F,Deg F,Deg F,Deg F,Deg F,Deg F,Deg F,Deg F,Deg F,Deg F,Deg F,Deg F,Deg F,Deg F,Deg F,Deg F,Deg F,Deg F,Deg F,Deg F,Deg F,Deg F,Deg F,Deg F,Deg F,Deg F,Deg F,
X_Dimension,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,
X0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,
Delta_X,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
***End_of_Header***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X_Value,L1 Power,L2 Power,L1+L2 Power,L1-N Amps,L2-N Amps,N Amps,L1-N Volts,L2-N Volts,L1-L2 Volts,L3 N Amps,L3 Power,L3-N Volts,room ambient,power cord strain relief,power cord at separation,power cord ind conductor,power switch body top,internal wiring by tank,terminal block body,hi limit body,circuit breaker body 40a,circuit break body 4a,inlet valve windings,T12,element end seal,ambient near 24vdc power supply,body of bypass valve windings,body of brew valve windings,lock solenoid windings,ambient near electronic control,spin motor,solid state relay,ptc lead,ptc hi limit,brew basket handle plastic,brew basket handle metal,hot lead at heating element,1_12,1_13,1_14,1_15,1_16,1_17,Temperature,Comment
0,2382.402624,2273.6157,4656.018324,24.221741,23.990215,0.005037,98.358024,94.772629,204.423508,0.004357,0,0,76.708695,75.59603,97.909617,99.378502,93.185007,126.280062,94.071587,143.789724,132.076564,99.080024,85.476965,-101730.2332,193.649505,89.142086,136.010423,152.687347,138.799849,139.709702,79.734894,114.698198,136.976798,171.196076,81.127711,84.6236,180.208093,-101782.2988,-101782.2988,-101782.2988,-101782.2988,-101782.2988,-101782.2988,-101782.2988,
0,2382.040511,2272.961423,4655.001934,24.21934,23.985166,0.004513,98.352825,94.765299,204.429304,0.004087,0,0,76.58571,75.688065,97.890043,99.375005,93.032826,126.372476,94.460207,144.036474,132.244278,99.165599,85.47382,-101735.1197,193.186688,88.884076,136.240662,152.888307,138.713673,139.602097,79.627748,114.286705,136.747163,171.748918,80.904401,84.620675,179.580182,-101755.1393,-101755.1393,-101755.1393,-101755.1393,-101755.1393,-101755.1393,-101755.1393,
0,2382.291052,2272.601302,4654.892354,24.216242,23.983437,0.005095,98.375753,94.757116,204.43706,0.004201,0,0,76.581019,75.778987,97.796263,99.496777,93.087609,126.359471,94.549989,144.12464,132.183744,99.174267,85.358326,-101718.6445,192.420656,88.543693,136.426655,153.041991,139.074658,139.793416,79.694275,114.255202,137.028014,172.74131,81.069955,84.880538,179.021472,-101763.8175,-101763.8175,-101763.8175,-101763.8175,-101763.8175,-101763.8175,-101763.8175,
0,2381.909962,2272.572021,4654.481983,24.21348,23.981855,0.004005,98.371236,94.762145,204.440555,0.004382,0,0,76.65163,75.395006,97.867184,99.468102,93.412142,126.465982,94.521557,144.074749,132.268316,99.270752,85.334892,-101715.5956,191.913234,88.730671,136.763977,153.236144,139.60866,140.438702,79.825514,114.493066,137.384538,173.873005,81.296808,84.920063,178.73881,-101800.9509,-101800.9509,-101800.9509,-101800.9509,-101800.9509,-101800.9509,-101800.9509,
0,2381.097029,2272.335794,4653.432823,24.209915,23.977421,0.00498,98.352143,94.769816,204.424531,0.004021,0,0,76.566361,75.70373,98.000932,99.636096,93.358795,126.423886,94.596933,144.517346,132.619254,99.29759,85.343003,-101727.8722,191.833258,88.826437,137.131369,153.548944,139.547057,139.940308,79.805258,114.404157,137.455224,174.551235,81.300338,85.155158,178.138418,-101783.4071,-101783.4071,-101783.4071,-101783.4071,-101783.4071,-101783.4071,-101783.4071,
0,2381.228914,2272.463273,4653.692187,24.208235,23.97702,0.004292,98.364417,94.77672,204.428707,0.004496,0,0,76.663738,75.924007,98.183104,99.78145,93.383232,126.581402,94.875763,144.613458,132.918472,99.402488,85.36848,-101755.0558,191.711517,89.0649,137.513099,153.552546,139.963244,140.122953,79.754695,114.229666,137.197559,175.105234,81.146251,85.168095,177.767058,-101775.7791,-101775.7791,-101775.7791,-101775.7791,-101775.7791,-101775.7791,-101775.7791,
0,2381.405865,2271.902824,4653.308689,24.205252,23.972184,0.004037,98.38385,94.772458,204.436463,0.004455,0,0,76.801134,75.660149,98.170153,99.711988,93.301554,126.846817,94.872842,144.747096,133.167813,99.557202,85.325178,-101750.2602,191.36857,89.240507,137.680432,153.978753,140.492605,140.259265,80.030772,114.187884,137.719202,176.264449,81.513997,85.378463,177.53703,-101805.8566,-101805.8566,-101805.8566,-101805.8566,-101805.8566,-101805.8566,-101805.8566,
0,2381.024886,2271.14356,4652.168446,24.201736,23.969799,0.004939,98.382401,94.750212,204.443453,0.004324,0,0,76.506622,75.664128,98.086464,99.741118,93.23558,126.748973,94.644083,144.675514,132.753077,99.375376,85.172588,-101715.6678,190.993695,89.020016,137.691074,153.668947,140.531566,140.416826,79.980547,114.049186,137.55391,176.75824,81.384022,85.315506,176.914823,-101777.7812,-101777.7812,-101777.7812,-101777.7812,-101777.7812,-101777.7812,-101777.7812,
0,2381.624381,2270.414454,4652.038835,24.198982,23.966136,0.004914,98.41837,94.734273,204.479336,0.004144,0,0,76.471596,75.712327,98.067962,99.791211,93.325622,126.745446,94.607361,144.866902,132.551103,99.253004,85.130983,-101719.9049,190.805886,88.845459,137.941941,154.073601,140.745065,140.319901,79.902809,113.864252,137.58911,177.555889,81.26628,85.456295,176.575882,-101758.1924,-101758.1924,-101758.1924,-101758.1924,-101758.1924,-101758.1924,-101758.1924,
0,2381.299476,2269.110519,4650.409995,24.196163,23.962677,0.004972,98.41641,94.693531,204.482916,0.00421,0,0,76.690498,75.687866,97.969399,99.973074,93.139684,127.086274,94.74876,145.23573,132.879794,99.522009,85.413717,-101750.3702,190.682985,88.885098,137.983359,154.137052,141.17899,140.279728,80.126855,113.857673,137.839385,178.31334,81.591494,85.470693,176.327527,-101788.0198,-101788.0198,-101788.0198,-101788.0198,-101788.0198,-101788.0198,-101788.0198,
0,2382.335766,2268.538629,4650.874395,24.194581,23.96121,0.005168,98.465676,94.675461,204.524852,0.004341,0,0,76.818494,75.952821,98.298343,100.046398,93.114207,127.257072,94.949509,145.228447,133.012426,99.476661,85.128367,-101755.7569,190.59087,89.514416,138.289533,154.169573,141.682705,139.989103,80.03333,113.807115,137.966329,179.18017,81.632397,85.574571,176.056366,-101775.8101,-101775.8101,-101775.8101,-101775.8101,-101775.8101,-101775.8101,-101775.8101,
0,2382.311248,2267.716884,4650.028132,24.191819,23.959325,0.004824,98.475904,94.648612,204.539683,0.004292,0,0,76.716232,75.768445,98.302993,100.159653,93.115249,127.274418,94.968689,145.464641,132.864133,99.660564,85.156732,-101757.2227,190.262494,89.048873,138.540106,154.625334,142.034614,140.42836,80.041674,113.977377,138.125732,179.980386,81.762693,85.958862,175.875329,-101816.9644,-101816.9644,-101816.9644,-101816.9644,-101816.9644,-101816.9644,-101816.9644,
0,2382.740419,2266.610058,4649.350477,24.188787,23.957383,0.005062,98.505992,94.610086,204.562099,0.00439,0,0,76.477912,75.761099,98.217117,100.090789,92.710862,127.227017,94.68089,145.550224,132.766724,99.574819,84.900349,-101722.4978,190.017971,89.305396,138.594003,154.16456,142.152265,140.279103,79.960515,113.691225,138.212319,180.790233,81.826167,85.901067,175.376167,-101795.2158,-101795.2158,-101795.2158,-101795.2158,-101795.2158,-101795.2158,-101795.2158,
0,2382.922088,2266.114338,4649.036425,24.18632,23.954301,0.004349,98.52355,94.601563,204.601392,0.004201,0,0,76.618545,75.707745,98.352678,100.156335,92.485541,127.318274,94.699256,145.50004,133.09994,99.441888,84.820644,-101731.4734,189.649176,89.464645,138.83449,154.630525,142.120754,140.349625,80.181845,113.474348,138.336452,181.315171,81.912814,85.84353,175.010509,-101790.9482,-101790.9482,-101790.9482,-101790.9482,-101790.9482,-101790.9482,-101790.9482,
0,2382.753812,2265.410693,4648.164506,24.181788,23.953187,0.005652,98.535057,94.576589,204.622019,0.004464,0,0,76.495245,75.678294,98.324385,100.107659,92.358818,127.354669,94.436528,145.580799,132.995737,99.168124,84.83514,-101711.37,189.447821,89.307462,138.955393,154.3258,142.588252,140.063891,80.10542,113.457608,138.308227,182.119772,81.920839,85.770864,174.817894,-101788.4377,-101788.4377,-101788.4377,-101788.4377,-101788.4377,-101788.4377,-101788.4377,
0,2383.073097,2263.133111,4646.206208,24.180468,23.931952,0.005734,98.553638,94.565338,204.635316,0.004603,0,0,76.70145,75.770957,98.450807,100.227817,92.168703,127.398173,94.672389,145.663948,132.793384,99.188115,84.884005,-101721.7836,189.09467,89.262356,139.276971,154.71842,143.061199,140.074808,80.276162,113.210139,138.620643,182.751438,81.809302,85.932751,174.196266,-101774.151,-101774.151,-101774.151,-101774.151,-101774.151,-101774.151,-101774.151,
0,2382.65099,2263.421795,4646.072785,24.177649,23.934681,0.005226,98.547671,94.566617,204.631565,0.004521,0,0,76.48903,75.86083,98.487378,100.45143,92.427915,127.71521,94.597415,145.750623,133.608874,99.197375,84.767811,-101742.5629,189.150323,89.480649,139.384578,154.687813,143.125342,140.052004,80.203021,113.057887,138.778114,183.690677,82.086966,86.354848,174.188324,-101784.1962,-101784.1962,-101784.1962,-101784.1962,-101784.1962,-101784.1962,-101784.1962,
0,2376.236379,2257.485044,4633.721423,24.115436,23.870353,0.004062,98.535909,94.572754,204.622872,0.004242,0,0,76.528766,75.761717,98.408878,100.308193,92.240917,127.627899,94.612538,145.941251,133.360521,99.184336,84.733348,-101727.9336,188.735092,89.275981,139.526905,155.051432,144.481442,140.66337,80.159546,113.186662,138.861901,184.563082,82.068543,86.145563,173.900292,-101794.4515,-101794.4515,-101794.4515,-101794.4515,-101794.4515,-101794.4515,-101794.4515,
0,2378.212653,2253.123439,4631.336092,24.132966,23.825802,0.005103,98.546222,94.566531,204.616223,0.004365,0,0,76.914335,75.948226,98.484204,100.493533,92.530229,127.850185,94.736171,146.044505,133.795181,99.348249,84.87796,-101752.0304,188.815111,89.511515,139.520987,155.194951,145.63588,140.499733,80.404923,112.98183,139.237575,185.147432,82.11008,86.382733,173.677368,-101813.8677,-101813.8677,-101813.8677,-101813.8677,-101813.8677,-101813.8677,-101813.8677,
0,2377.779961,2256.081905,4633.861866,24.128909,23.852249,0.003898,98.544859,94.585709,204.613155,0.004185,0,0,76.850154,75.861309,98.564129,100.326089,92.106118,127.919034,94.756762,146.031939,133.881761,99.268047,84.67407,-101736.4779,188.531412,89.392281,139.557889,155.027484,145.96467,140.476511,80.325596,112.722394,139.232382,185.6371,82.021909,86.079194,173.435439,-101779.8617,-101779.8617,-101779.8617,-101779.8617,-101779.8617,-101779.8617,-101779.8617,
0,2377.684238,2256.225036,4633.909274,24.129295,23.853913,0.004292,98.539318,94.585113,204.613155,0.004341,0,0,76.4913,75.676406,98.569489,100.385529,91.933149,128.040473,94.783918,146.277007,133.942943,99.308303,84.645252,-101741.5475,188.162405,90.624007,139.604115,155.19095,146.280604,140.630791,80.349401,112.707008,139.356894,186.431294,82.08617,86.146412,173.378643,-101798.9696,-101798.9696,-101798.9696,-101798.9696,-101798.9696,-101798.9696,-101798.9696,
0,2375.231052,2261.474588,4636.70564,24.107527,23.904718,0.005037,98.526533,94.603694,204.611621,0.004373,0,0,76.535814,75.979344,98.526973,100.53901,92.04968,127.974032,94.562981,146.331977,133.997071,99.321984,84.66161,-101735.8992,188.149624,90.227764,139.978954,154.936902,146.57477,140.446321,80.244968,112.493659,139.201769,187.086393,82.251948,86.460813,172.712613,-101797.1351,-101797.1351,-101797.1351,-101797.1351,-101797.1351,-101797.1351,-101797.1351,
0,2373.08014,2260.228737,4633.308877,24.084071,23.892883,0.004693,98.533181,94.598409,204.603353,0.004185,0,0,76.354395,75.625937,98.183005,100.317637,91.842356,127.665846,94.338498,146.062047,133.550926,99.017649,84.323589,-101675.8453,187.797013,89.489196,139.853955,154.611431,146.689877,139.882364,80.262127,112.0974,139.371921,187.620758,82.073943,86.244179,172.744519,-101771.8314,-101771.8314,-101771.8314,-101771.8314,-101771.8314,-101771.8314,-101771.8314,
0,2409.771619,2295.851715,4705.623333,24.454629,24.273194,0.005177,98.540512,94.583834,204.624661,0.004382,0,0,76.731144,75.690229,98.303886,100.352488,91.818478,128.196951,94.870817,146.458393,134.268792,99.345422,84.490048,-101726.833,188.005095,90.199973,140.154948,155.22064,147.070689,140.126117,80.162452,112.168937,139.358815,188.275733,82.214211,86.279554,172.32223,-101756.5257,-101756.5257,-101756.5257,-101756.5257,-101756.5257,-101756.5257,-101756.5257,
0,2352.51816,2235.817067,4588.335227,23.868886,23.63913,0.004906,98.56003,94.581192,204.656454,0.00448,0,0,76.454212,75.817744,98.487959,100.406336,91.795985,127.993405,94.774618,146.426126,134.551235,99.310684,84.508161,-101708.4848,187.888745,89.572905,140.267569,155.001122,147.4334,140.066523,80.184087,111.997196,139.511236,188.782391,82.27547,86.419093,172.336642,-101768.9714,-101768.9714,-101768.9714,-101768.9714,-101768.9714,-101768.9714,-101768.9714,
0,2353.317368,2235.823148,4589.140516,23.869935,23.641474,0.004144,98.589181,94.572072,204.678274,0.00448,0,0,76.776217,76.024634,98.849286,100.627506,91.985743,128.482405,95.165271,146.610366,135.1183,99.614736,84.48984,-101769.0449,187.872292,90.424682,140.708138,155.339526,148.115431,140.271748,80.581962,112.229597,139.817961,189.676531,82.822408,86.839337,172.36327,-101833.8545,-101833.8545,-101833.8545,-101833.8545,-101833.8545,-101833.8545,-101833.8545,
0,2353.09723,2235.327607,4588.424837,23.868796,23.640261,0.004455,98.584663,94.555962,204.681172,0.004726,0,0,76.555843,76.057479,98.609534,100.542873,91.855378,128.299645,95.074473,146.683474,135.030979,99.592167,84.475039,-101722.6092,187.700351,90.170877,140.613647,155.283474,147.842008,139.965023,80.396703,111.778683,139.734243,189.875483,82.594291,86.504013,172.102263,-101767.0814,-101767.0814,-101767.0814,-101767.0814,-101767.0814,-101767.0814,-101767.0814,
0,2350.391211,2230.077317,4580.468528,23.841595,23.581908,0.004505,98.58364,94.567299,204.686371,0.004824,0,0,76.492536,75.90225,98.591571,100.487692,91.760005,128.366979,95.109642,146.606543,135.135656,99.558584,84.527363,-101716.7101,187.340556,89.920864,140.660938,154.971276,147.952845,140.319736,80.520089,111.859402,139.865587,190.609186,82.936048,86.719722,171.875421,-101791.4013,-101791.4013,-101791.4013,-101791.4013,-101791.4013,-101791.4013,-101791.4013,
0,2354.476943,2235.371603,4589.848545,23.88781,23.633163,0.005767,98.563951,94.586221,204.670944,0.004496,0,0,76.442894,75.848452,98.707768,100.551567,91.95396,128.557174,95.283116,146.87133,135.816272,99.486976,84.454927,-101747.5986,187.416226,89.874825,140.940382,155.586869,147.979963,140.41538,80.503371,111.884407,139.713213,191.130989,82.627915,86.907785,171.74271,-101791.6851,-101791.6851,-101791.6851,-101791.6851,-101791.6851,-101791.6851,-101791.6851,
0,2350.458699,2238.667699,4589.126398,23.850569,23.666454,0.005529,98.549376,94.592443,204.661568,0.004259,0,0,76.485345,76.016193,98.814172,100.910055,91.852057,128.65473,95.523289,146.985728,136.073853,99.697946,84.461491,-101762.459,187.225284,90.501469,141.111852,155.709715,147.769278,140.238372,80.319245,111.602232,139.701234,191.424555,82.714508,86.758792,171.480732,-101772.2139,-101772.2139,-101772.2139,-101772.2139,-101772.2139,-101772.2139,-101772.2139,
0,2348.473093,2238.53207,4587.005163,23.828195,23.661332,0.004972,98.558581,94.607188,204.65509,0.004562,0,0,76.224292,75.97917,98.870418,100.798386,91.973873,128.767835,95.122813,146.828717,135.517472,99.474635,84.295891,-101735.8618,186.880324,90.391315,141.123028,155.352625,148.219922,140.763473,80.469436,111.558068,139.810067,192.016479,82.971365,87.062859,171.626351,-101804.7038,-101804.7038,-101804.7038,-101804.7038,-101804.7038,-101804.7038,-101804.7038,
0,2351.795061,2235.939892,4587.734953,23.867886,23.63059,0.004841,98.533863,94.62057,204.640515,0.004652,0,0,76.009828,75.720133,98.495249,100.626329,91.616806,128.677089,95.341803,146.882629,135.452055,99.309543,84.230358,-101715.4805,186.920078,90.0409,141.186075,155.178508,148.142088,140.515451,80.439748,111.500515,139.559496,192.393637,82.909474,86.97726,171.394023,-101784.1484,-101784.1484,-101784.1484,-101784.1484,-101784.1484,-101784.1484,-101784.1484,
0,2350.294853,2234.727039,4585.021892,23.861289,23.608585,0.004013,98.498235,94.657392,204.604546,0.004357,0,0,76.10974,75.838624,98.85353,101.050618,91.71291,128.953473,95.401642,147.047504,135.847177,99.546392,84.481507,-101749.9988,187.07133,90.356028,141.503727,155.295516,148.427918,140.687275,80.396632,111.25504,139.47146,192.504841,82.762657,87.13867,171.090273,-101781.656,-101781.656,-101781.656,-101781.656,-101781.656,-101781.656,-101781.656,
0,2350.644629,2236.48677,4587.131399,23.870624,23.617797,0.004373,98.47437,94.69498,204.570452,0.004546,0,0,76.233397,75.965615,98.737204,100.739155,91.710556,129.059179,95.31992,147.171446,136.109027,99.625867,84.27349,-101718.9003,186.907864,89.887123,141.427893,155.35342,148.580453,140.609683,80.441625,111.354304,138.96071,192.728361,82.841454,87.178027,171.092047,-101770.6708,-101770.6708,-101770.6708,-101770.6708,-101770.6708,-101770.6708,-101770.6708,
0,2351.749006,2236.183662,4587.932667,23.889138,23.604143,0.004939,98.444282,94.736916,204.523744,0.004259,0,0,76.128545,75.72061,98.846967,100.784997,91.803798,129.094698,95.133923,146.925768,136.192853,99.916732,84.262661,-101723.0954,186.671492,90.35548,141.572973,155.50705,148.879308,140.914817,80.478262,111.238869,139.024657,193.011862,82.958096,87.052907,171.042685,-101795.1994,-101795.1994,-101795.1994,-101795.1994,-101795.1994,-101795.1994,-101795.1994,
0,2348.952529,2240.574724,4589.527253,23.868935,23.6409,0.00407,98.410444,94.775356,204.491951,0.004226,0,0,76.429273,75.827815,98.919659,100.816685,92.007725,129.307141,95.291951,147.305817,136.823677,99.712716,84.382679,-101736.3651,186.909914,90.5484,141.703722,155.452673,149.00199,141.209536,80.664518,111.16463,138.783841,193.335058,83.11644,87.180409,170.954639,-101801.6975,-101801.6975,-101801.6975,-101801.6975,-101801.6975,-101801.6975,-101801.6975,
0,2380.453089,2274.428016,4654.881105,24.196343,23.996304,0.006185,98.380697,94.782431,204.41362,0.004546,0,0,76.529618,75.862301,98.996582,100.924678,91.868044,128.641722,95.307135,147.450112,137.293382,99.794782,84.36174,-101735.5415,186.613103,90.936313,141.567534,155.16791,148.932603,141.159919,80.468049,110.68927,138.56724,193.637435,83.089719,87.022433,170.478263,-101794.4993,-101794.4993,-101794.4993,-101794.4993,-101794.4993,-101794.4993,-101794.4993,
0,2372.043758,2264.23352,4636.277278,24.108986,23.886556,0.005037,98.388368,94.791125,204.429474,0.004423,0,0,76.188947,76.096258,98.790224,101.049927,91.969098,128.724013,95.148282,147.438993,137.556238,99.635928,84.580343,-101734.4647,186.566452,90.792465,141.75297,154.985975,149.09257,141.30659,80.577687,110.70175,138.405547,193.681351,82.803838,87.027114,170.438973,-101769.8728,-101769.8728,-101769.8728,-101769.8728,-101769.8728,-101769.8728,-101769.8728,
0,2352.711155,2243.858496,4596.569651,23.904996,23.675633,0.005529,98.419223,94.775015,204.475586,0.004521,0,0,76.41789,76.455365,99.231575,101.050672,92.18218,129.004013,95.244142,147.600097,137.881758,99.961422,84.791159,-101779.8066,186.983382,91.187629,142.069803,155.48229,149.007887,141.300219,80.476202,110.639712,138.308394,193.708093,83.359738,87.568526,170.986095,-101816.7777,-101816.7777,-101816.7777,-101816.7777,-101816.7777,-101816.7777,-101816.7777,
0,2353.672145,2240.167413,4593.839558,23.894522,23.66429,0.004685,98.502582,94.664466,204.554087,0.004546,0,0,76.412973,75.863841,99.104817,101.019067,92.370225,129.086367,95.291717,147.524307,138.0603,100.001531,84.587245,-101763.8962,187.317387,91.384792,142.00661,155.133406,148.984047,141.402714,80.62511,110.399758,137.58173,193.851781,83.238948,87.431651,171.589461,-101777.1868,-101777.1868,-101777.1868,-101777.1868,-101777.1868,-101777.1868,-101777.1868,
0,2354.775603,2238.098197,4592.873799,23.889621,23.660561,0.00448,98.56898,94.591931,204.625855,0.004554,0,0,-101726.3608,76.023467,98.900323,101.249013,92.465797,128.658869,94.946066,147.57589,138.472768,99.974433,84.506227,-101726.3608,188.264294,91.48047,142.214403,154.756162,149.201882,141.800455,80.795437,110.329493,137.468055,193.991204,83.495762,87.492099,172.5848,-101810.7639,-101810.7639,-101810.7639,-101810.7639,-101810.7639,-101810.7639,-101810.7639,
0,2354.87388,2237.449386,4592.323266,23.8869,23.65916,0.005742,98.584322,94.570111,204.665574,0.004455,0,0,-101736.5319,76.016903,99.216541,101.272656,92.340495,128.66317,94.890864,147.577441,138.497404,100.108734,84.554801,-101736.5319,188.772531,92.176732,142.192978,154.920701,149.113767,141.434921,80.646013,110.291583,137.00807,193.912631,83.390106,87.327968,173.316502,-101796.2003,-101796.2003,-101796.2003,-101796.2003,-101796.2003,-101796.2003,-101796.2003,
0,2354.541688,2236.848007,4591.389695,23.884212,23.65457,0.004677,98.58151,94.563037,204.655602,0.004718,0,0,76.951911,75.99491,99.063123,101.176436,92.262305,128.621062,94.873376,147.911727,138.509563,100.135033,84.65173,-101736.4984,189.627906,92.235213,142.368261,155.471763,148.989513,141.149409,80.692874,109.927073,136.723944,194.094187,83.436819,87.313474,174.472963,-101800.3886,-101800.3886,-101800.3886,-101800.3886,-101800.3886,-101800.3886,-101800.3886,
0,2369.309395,2252.560745,4621.87014,24.044929,23.813992,0.004914,98.536761,94.589801,204.60949,0.004406,0,0,76.713471,75.907443,99.043751,101.024596,92.026829,128.600751,94.662388,147.793175,138.982306,100.174197,84.608379,-101727.2811,190.477163,92.855986,142.231415,155.143542,147.862034,141.118702,80.733,109.97858,136.270769,193.66532,83.496423,87.468769,175.223216,-101799.3208,-101799.3208,-101799.3208,-101799.3208,-101799.3208,-101799.3208,-101799.3208,
0,2368.118747,2253.162149,4621.280896,24.04056,23.809279,0.005324,98.505139,94.633782,204.575055,0.004488,0,0,76.718076,75.978391,98.799823,101.026672,92.050767,128.550312,94.923732,147.922737,139.177217,99.95423,84.433442,-101713.0677,191.031534,92.848788,142.265194,155.041527,147.263778,141.350555,80.547224,109.885678,135.93218,193.66556,83.711913,87.539372,176.261767,-101793.719,-101793.719,-101793.719,-101793.719,-101793.719,-101793.719,-101793.719,
0,2366.933289,2255.003575,4621.936865,24.043609,23.812181,0.004423,98.443344,94.699583,204.492122,0.004226,0,0,76.834093,75.982445,99.267237,101.127096,92.361264,128.80705,94.764012,148.285162,139.256693,100.160982,84.775211,-101755.2173,192.177917,93.560025,142.535903,155.28343,146.552139,141.848188,80.448974,109.712125,135.466811,193.272017,83.608305,87.556155,177.178894,-101784.6355,-101784.6355,-101784.6355,-101784.6355,-101784.6355,-101784.6355,-101784.6355,
0,2379.587296,2265.134891,4644.722187,24.181697,23.906168,0.00457,98.404477,94.751064,204.439873,0.0043,0,0,76.866803,76.219521,99.232523,101.09886,92.48395,128.851125,94.969812,148.291812,139.209612,100.583873,84.791715,-101767.3713,192.893822,93.317927,142.781128,155.46164,147.104037,141.674419,80.661504,109.875711,135.363649,193.38742,83.956007,87.733213,178.24987,-101819.9749,-101819.9749,-101819.9749,-101819.9749,-101819.9749,-101819.9749,-101819.9749,
0,2409.886885,2312.225027,4722.111912,24.499516,24.417543,0.005209,98.364673,94.695236,204.324124,0.004406,0,0,76.836055,76.080406,99.010763,100.950441,91.97295,128.63758,94.925992,148.39661,139.287342,100.025421,84.48632,-101713.9168,193.448467,92.629993,142.459607,155.493501,146.706878,141.755748,80.751736,109.573638,135.045404,193.082354,83.923433,87.811332,179.227294,-101803.807,-101803.807,-101803.807,-101803.807,-101803.807,-101803.807,-101803.807,
0,2417.38298,2317.799006,4735.181986,24.577235,24.461038,0.005808,98.358621,94.75473,204.37876,0.004431,0,0,77.031393,76.296098,99.541744,101.546295,92.202108,128.810695,95.390929,148.663643,139.878321,100.193597,84.852852,-101789.3817,194.158495,92.865445,142.929624,155.953585,146.447511,141.536081,80.748818,109.491491,134.787147,192.908739,83.858471,87.81494,179.926912,-101800.0817,-101800.0817,-101800.0817,-101800.0817,-101800.0817,-101800.0817,-101800.0817,
0,2368.43449,2259.422453,4627.856943,24.070196,23.838653,0.004931,98.396976,94.779789,204.408506,0.004611,0,0,76.375677,76.087342,99.373379,101.201795,91.892386,128.407096,95.254417,148.548414,139.782021,100.061829,84.795848,-101718.1444,194.547533,92.842905,142.748254,156.612283,146.83693,141.85887,80.339887,109.158347,134.304975,192.675402,84.020218,87.746749,180.785526,-101771.0073,-101771.0073,-101771.0073,-101771.0073,-101771.0073,-101771.0073,-101771.0073,
0,2369.163548,2259.696241,4628.859788,24.072163,23.8433,0.004996,98.419223,94.772799,204.439702,0.004529,0,0,76.489201,76.16795,99.315485,101.428201,92.124419,128.526266,95.53391,148.700133,139.455424,100.16029,84.849137,-101744.1025,195.125499,92.582099,142.86068,156.198309,146.222147,141.711316,80.380458,109.202773,134.067029,192.587847,83.82221,87.773155,181.552333,-101766.3185,-101766.3185,-101766.3185,-101766.3185,-101766.3185,-101766.3185,-101766.3185,
