Sec,Min,Sec/cyc,L1 Power,L2 Power,L1+L2 Power,L1-N Amps,L2-N Amps,N Amps,L1-N Volts,L2-N Volts,L1-L2 Volts,L3 N Amps,L3 Power,L3-N Volts,Ambient Air,power cord strain relief,power cord at separation,power cord at individual conductor,power switch body top,internal wiring by tank,terminal block body,hi limit body,circuit breaker body 40A,circuit breaker body 4A,inlet valve windings,hot lead at heating element,element end seal,ambient near 24vdc power supply,body of bypass valve windings,body of brew valve windings,lock solonoid windings,ambient near electronic control,spin motor,solid state relay,ptc lead,ptc hi limit control,Handle
4960,82.66666667,330,2823.147287,2686.443272,5509.590559,26.261202,26.006481,0.002677,107.502594,103.298992,222.456943,0.003742,0,0,72.663043,89.811814,107.474787,109.68544,90.269485,123.809404,106.930826,154.458781,114.469088,104.216865,91.074796,168.769316,189.213467,95.589963,165.325196,193.551486,193.962724,166.859998,93.403749,105.27568,151.307037,201.481821,88.309649
4965,82.75,335,2824.559213,2691.892602,5516.451815,26.273315,26.015808,0.003431,107.50677,103.471421,222.531353,0.004193,0,0,72.605825,89.74072,107.186018,109.822903,90.405921,123.432352,107.064332,154.496492,114.466989,103.596552,91.222846,168.255382,189.092225,96.102083,165.240855,193.826501,194.073671,166.196602,93.376508,105.170691,150.982691,201.400959,88.115288
4970,82.83333333,340,2866.949359,2742.726599,5609.675958,26.690407,26.511505,0.004275,107.414973,103.454204,222.434185,0.003915,0,0,72.432039,89.78327,107.432493,109.732869,89.842471,123.349888,107.029704,154.281556,114.406999,103.958949,90.961257,167.951873,188.662119,95.703798,165.349752,193.570295,193.600805,166.017532,93.446861,104.867447,150.899625,201.516111,88.208407
4975,82.91666667,345,2918.062411,2761.221703,5679.284114,27.16841,26.676368,0.003283,107.406449,103.508157,222.395233,0.003849,0,0,72.78021,89.778676,107.279697,109.569752,89.742586,123.63181,107.088432,154.117571,114.477482,103.952832,90.982182,167.791574,188.510789,95.758039,165.482118,193.281125,193.508679,167.038251,93.683149,104.674963,150.998426,201.584218,88.270244
4980,83,350,2897.471865,2815.215227,5712.687092,26.989704,27.212412,0.003841,107.354712,103.453351,222.302753,0.004095,0,0,72.673849,89.887281,107.554335,109.897617,89.987827,123.710256,107.268504,154.411157,114.698298,103.757605,91.222622,167.618244,187.933894,96.158625,165.843139,193.680178,193.908033,167.209342,93.733166,104.341907,150.78576,201.487208,88.14996
4985,83.08333333,355,2878.620322,2743.259367,5621.879689,26.811719,26.487368,0.003013,107.364258,103.568589,222.32858,0.003964,0,0,72.674402,89.882147,107.462647,110.065435,89.602746,123.279892,107.39944,154.27469,114.828566,103.781688,91.063646,167.180205,187.88749,96.030332,165.566762,193.77213,194.027888,166.774733,94.152883,104.37022,150.96497,201.48105,88.252729
4990,83.16666667,360,2855.788876,2732.02893,5587.817806,26.602148,26.373269,0.002784,107.351814,103.590835,222.325682,0.003882,0,0,72.741853,90.000156,107.429285,109.978653,89.227129,122.914118,107.331089,154.099881,114.666911,103.591706,91.191617,167.163047,187.400881,95.921646,165.622546,193.784547,193.9863,166.094938,93.810598,104.086108,150.906821,201.124869,88.283537
4995,83.25,365,2841.155811,2707.942217,5549.098029,26.462519,26.126842,0.002398,107.365281,103.645982,222.191181,0.004185,0,0,72.689509,90.023039,107.383745,109.884478,89.342131,122.752058,107.28793,154.031923,114.628436,103.771519,91.151312,166.744291,187.020158,95.82115,165.799315,193.476399,194.398572,166.754808,93.946956,104.028189,150.768548,201.221456,88.495482
5000,83.33333333,370,2820.813046,2711.835858,5532.648904,26.271274,26.164624,0.002833,107.372526,103.645129,222.382277,0.003865,0,0,72.800691,90.099174,107.54109,109.972812,89.38222,122.955264,107.496968,154.127987,114.895732,103.893577,91.21399,166.882512,187.02999,96.270805,165.911477,193.935123,194.639291,166.057877,93.79926,103.760423,150.705914,201.493627,88.117758
5005,83.41666667,375,2817.580672,2698.902473,5516.483145,26.240524,26.06022,0.003439,107.375168,103.564071,222.360372,0.00398,0,0,72.720073,90.138118,107.399605,109.887211,89.161532,122.904869,107.666717,153.8994,114.79955,103.690047,91.028992,166.443688,186.543362,95.916145,165.569163,193.640002,194.992582,166.180728,94.152571,103.471578,150.832546,201.518042,88.212606
5010,83.5,380,2871.934215,2744.239259,5616.173474,26.746769,26.507759,0.003718,107.374998,103.525886,222.299003,0.003898,0,0,72.485264,90.103816,107.294,109.915904,89.125162,122.697818,107.66607,154.150108,114.612371,103.836286,90.848125,166.399334,186.148365,95.933611,165.636284,193.90614,194.943107,165.590812,94.297038,103.335043,150.695488,201.450402,88.184201
5015,83.58333333,385,2970.81661,2838.937969,5809.754579,27.660935,27.433539,0.004119,107.401165,103.484206,222.309146,0.00389,0,0,72.607976,90.212695,107.518065,110.129414,89.059267,122.458749,108.040619,154.181755,114.973828,103.897598,91.231428,166.196517,186.205837,96.27003,165.701997,193.623602,194.934196,165.647136,94.3985,102.983362,150.627706,201.559507,88.266062
5020,83.66666667,390,2883.459303,2735.646341,5619.105645,26.840404,26.424778,0.003554,107.429803,103.525801,222.402137,0.003939,0,0,72.785667,90.19024,107.451918,110.504918,88.987674,122.669362,108.109183,154.038164,114.728408,103.91819,91.10252,166.182529,185.858515,95.735563,165.680145,193.605233,195.460067,165.617591,94.198421,102.896283,150.543024,201.31743,88.133647
5025,83.75,395,2866.126219,2730.057022,5596.183241,26.675589,26.37776,0.003029,107.443782,103.498441,222.42694,0.003898,0,0,72.655296,90.206776,107.41765,110.48582,88.707093,122.293461,108.080104,153.895763,114.90814,103.684615,90.961121,165.725716,185.475539,95.850261,165.845438,193.212585,195.543389,164.870444,94.636081,102.650144,150.583294,201.191125,88.084905
5030,83.83333333,400,2828.048704,2694.848542,5522.897245,26.322448,26.033396,0.002669,107.438668,103.515061,222.47416,0.00407,0,0,72.553211,89.975407,107.471007,110.449457,88.656837,122.505918,108.18347,153.734951,114.766667,103.756952,90.745749,165.70335,185.202035,95.622789,165.840657,192.947954,196.102579,165.409331,94.776999,102.669116,150.307694,201.198897,88.161881
5035,83.91666667,405,2817.016925,2687.859209,5504.876134,26.209725,25.965191,0.002488,107.479836,103.517789,222.497003,0.003611,0,0,72.937778,90.236374,107.804384,110.734213,88.850816,122.692363,108.444715,153.800376,114.937328,103.987159,90.621312,165.35862,185.008761,96.231558,165.957301,192.907406,196.160381,165.752839,94.940268,102.605159,150.442163,201.560414,88.466504
5040,84,410,2819.955932,2687.075207,5507.031138,26.240794,25.983591,0.002947,107.464579,103.414314,222.49939,0.004021,0,0,72.678405,90.145926,107.853195,110.733358,88.61731,122.864318,108.389852,153.842338,114.903751,103.853403,90.715228,165.314019,184.543916,96.223845,165.837533,192.596966,195.705288,165.541282,94.966718,102.280415,150.321592,201.55955,88.123929
5045,84.08333333,415,2930.194801,2778.102591,5708.297391,27.250055,26.901215,0.004423,107.529869,103.270523,222.397364,0.004037,0,0,72.686874,90.294456,107.575596,110.82187,88.624406,122.69014,108.373759,153.623681,114.806544,103.870355,90.771318,165.188799,184.387156,96.094811,165.811522,192.551541,196.036195,165.868243,95.09081,102.401093,150.388779,201.549005,88.404963
5050,84.16666667,420,2935.137758,2823.672801,5758.810559,27.307776,27.320906,0.004136,107.483587,103.352093,222.474842,0.003972,0,0,72.91767,90.26611,107.652724,110.734361,88.671934,122.905571,108.470673,153.673305,114.997796,103.848826,90.431041,165.062657,184.375783,95.954719,165.999708,191.824653,195.913436,166.240192,94.876532,102.146983,150.437187,201.514787,88.156547
5055,84.25,425,2883.70559,2736.355323,5620.060913,26.834372,26.447849,0.004013,107.46313,103.462301,222.426003,0.004136,0,0,72.959945,90.532835,107.585649,110.672662,88.780834,122.489265,108.435823,153.470805,114.835839,104.277865,90.476112,164.331295,184.219646,96.029303,166.106021,191.778013,195.391625,166.767167,94.730386,102.047219,150.386482,201.351771,88.892985
5060,84.33333333,430,2899.081486,2735.379452,5634.460938,26.99531,26.407199,0.002333,107.392045,103.584613,222.357048,0.003956,0,0,72.64564,90.578624,107.717605,111.085329,88.580679,122.513128,108.26308,153.459452,114.979761,104.140234,90.621161,164.330553,185.309801,96.125937,165.950802,191.435914,195.9329,166.864342,94.954547,101.690021,150.541082,201.409311,88.793937
5065,84.41666667,435,2804.52624,2682.014367,5486.540606,26.120294,25.876195,0.002448,107.369628,103.647942,222.355514,0.004308,0,0,73.07036,90.586737,107.795902,111.329995,88.730918,123.015907,108.441004,153.478776,115.116174,104.545123,90.809933,164.930968,187.439518,96.437493,166.118381,191.548754,196.278036,166.961203,94.750216,101.478828,150.410103,201.538561,88.552839
5070,84.5,440,2807.769505,2681.976841,5489.746346,26.14166,25.888947,0.00348,107.405938,103.595438,222.392165,0.004218,0,0,72.679894,90.336652,107.632879,110.813998,88.521317,122.491546,108.133917,153.139317,115.09638,104.128189,90.295722,164.93276,189.31692,96.373014,165.897987,190.740349,196.719729,167.626985,94.616809,101.507306,150.445113,201.387361,88.404272
5075,84.58333333,445,2807.094312,2676.971062,5484.065374,26.110861,25.865803,0.003324,107.50677,103.494605,222.501862,0.00398,0,0,73.089901,90.44828,107.72249,111.100093,88.758632,123.213369,108.535214,153.342912,115.261331,104.393271,90.581172,165.995424,192.005165,96.41949,165.989439,190.675846,195.907542,167.38418,94.856694,101.282359,150.307566,201.644969,88.568307
5080,84.66666667,450,2953.365952,2857.214258,5810.58021,27.467108,27.663328,0.0048,107.523732,103.285269,222.33608,0.004095,0,0,72.834816,90.31014,107.48167,110.984513,88.491095,123.208327,108.416131,153.141051,115.148246,104.184675,90.226248,166.544423,193.872279,96.184466,165.539764,190.145162,195.515538,168.219584,95.279636,101.541813,150.473692,201.69935,88.568432
5085,84.75,455,2946.158128,2791.12915,5737.287278,27.406026,27.014045,0.004267,107.500378,103.321408,222.433418,0.004169,0,0,72.928149,90.416592,107.664783,111.217199,88.836491,123.699667,108.51528,153.271246,115.058642,104.032136,90.336763,167.259615,196.035388,96.276122,165.535159,189.94249,195.345879,168.640031,94.968364,101.33079,150.277553,201.490831,88.23243
5090,84.83333333,460,2904.558398,2752.692223,5657.250621,27.029018,26.618163,0.003742,107.460744,103.414058,222.436231,0.004136,0,0,72.59355,90.331085,107.649279,111.283305,88.970842,123.944124,108.288925,153.071224,115.370808,104.10994,90.209504,168.206235,197.944646,96.672911,165.508211,189.245302,195.430882,169.011797,95.172969,101.502724,150.340855,201.365123,88.23187
5095,84.91666667,465,2799.981417,2672.984244,5472.96566,26.057507,25.812974,0.002603,107.453925,103.551968,222.392846,0.003906,0,0,72.586222,90.229074,107.725697,111.039146,89.193755,124.258505,108.153598,153.016017,115.132862,103.964408,89.942892,168.917512,199.38895,96.699177,165.26766,188.583654,194.567134,169.130367,95.012122,101.527507,150.40541,201.479452,88.24281
5100,85,470,2837.23986,2696.254194,5533.494054,26.415812,26.024282,0.002808,107.406875,103.605325,222.402222,0.003841,0,0,72.85944,90.359799,107.60431,111.128061,89.426867,124.730129,108.475909,153.038587,115.335284,104.285425,90.061499,170.005548,200.844517,96.26962,165.513397,188.500749,195.03136,169.486883,95.200824,101.565194,150.581349,201.56021,88.279444
5105,85.08333333,475,2807.262293,2680.919852,5488.182146,26.146233,25.866188,0.003095,107.367753,103.645726,222.35773,0.003783,0,0,72.913815,90.456437,107.763474,111.256128,89.433557,124.75802,108.41813,153.087267,115.182553,104.16474,90.162629,170.685133,202.444955,96.289541,165.298751,188.386317,194.892201,169.037831,94.847594,101.553465,150.472598,201.492794,88.024595
5110,85.16666667,480,2797.25315,2674.240995,5471.494145,26.04782,25.806524,0.002529,107.389147,103.626548,222.348184,0.004201,0,0,73.006373,90.494865,107.904472,111.322964,90.027177,125.272779,108.412508,153.067507,115.532445,104.018242,90.181209,171.310076,203.449545,96.54584,165.378416,188.219996,194.584333,169.540954,95.114999,101.533202,150.654667,201.661536,88.131596
5115,85.25,485,2872.075332,2758.573185,5630.648517,26.727312,26.659518,0.004169,107.458442,103.474234,222.411172,0.003931,0,0,73.142408,90.59333,107.881838,110.993189,90.09813,125.629102,108.849228,153.128894,115.56595,103.838271,90.226212,172.18312,204.997771,97.185832,165.381798,187.877146,194.574297,169.335328,94.896698,101.659815,150.447071,201.708004,88.142337
5120,85.33333333,490,3009.7422,2905.731896,5915.474096,28.004898,28.123185,0.004144,107.471995,103.321579,222.3504,0.003915,0,0,73.327045,90.48867,107.759719,111.319286,90.271066,126.149941,108.853464,153.072322,115.679681,103.61261,90.337528,173.046384,206.145977,97.261695,165.262274,187.530756,194.379572,169.857275,94.608509,101.963937,150.446032,201.505844,88.075815
5125,85.41666667,495,2946.865728,2768.503505,5715.369233,27.404829,26.792476,0.004455,107.530892,103.331381,222.485241,0.004152,0,0,73.039874,90.488799,107.786867,111.418761,90.310505,126.293407,108.98853,153.137225,115.898425,103.840263,90.115152,174.067667,207.586966,96.986765,165.310306,187.100171,194.287275,169.62381,95.013539,102.088945,150.45195,201.555625,88.149585
5130,85.5,500,2878.214701,2806.113043,5684.327745,26.780494,27.132767,0.004873,107.474296,103.421559,222.478081,0.004177,0,0,73.397091,90.659019,108.080148,111.527661,90.735578,126.633819,109.145336,153.319869,116.075316,103.863078,90.453209,174.711848,208.420606,97.481793,165.368382,186.855662,194.081218,169.798347,95.106364,102.235414,150.487768,201.483001,88.241514
5135,85.58333333,505,2796.422528,2669.889149,5466.311677,26.035994,25.795484,0.002226,107.406023,103.502191,222.35236,0.003988,0,0,72.874258,90.535988,107.903081,111.408657,90.61904,126.634718,108.995463,153.201804,115.865132,103.849631,90.033865,175.353093,209.342448,97.584816,165.14615,186.495239,194.0267,169.850649,94.963813,102.608119,150.351146,201.63184,88.094187
5140,85.66666667,510,2795.521661,2673.015547,5468.537208,26.03492,25.793362,0.002603,107.37585,103.631918,222.371708,0.004078,0,0,73.221611,90.803399,107.92737,111.673458,90.574125,127.377346,109.34269,153.347307,116.000274,104.078347,90.03473,176.303179,210.358986,97.305489,165.058221,186.355882,193.950947,169.784712,94.874747,102.62733,150.096227,201.595321,87.993451
5145,85.75,515,2855.381475,2708.386194,5563.767669,26.592969,26.129686,0.003464,107.373549,103.651692,222.310766,0.004283,0,0,73.368294,90.79201,108.032207,111.869252,91.179943,127.793478,109.536606,153.462018,116.160103,104.619597,90.362167,177.181266,211.610532,98.009552,165.170863,185.900442,193.85048,169.861203,95.210613,102.875983,150.130902,201.693461,87.995991
5150,85.83333333,520,2854.823165,2762.709943,5617.533108,26.592773,26.676819,0.003923,107.353348,103.562196,222.288178,0.003947,0,0,73.380115,90.547581,107.960141,111.702534,91.00082,127.9543,109.620526,153.299387,116.349714,104.261668,90.043844,177.680202,212.346064,97.783591,164.967045,185.647379,193.69684,170.008897,95.173278,103.076278,150.241987,201.530051,87.877888
5155,85.91666667,525,2917.562826,2769.951229,5687.514055,27.176073,26.760947,0.003931,107.35778,103.50722,222.235674,0.004046,0,0,73.047739,90.64762,107.777737,111.613874,90.59212,128.235336,109.260737,153.378144,116.07723,103.888165,89.970441,178.226347,212.990981,97.410585,164.842329,185.449458,193.64552,170.023493,95.203574,103.270862,150.136804,201.540969,88.193661
5160,86,530,2902.201586,2788.394943,5690.596529,27.023634,26.945259,0.005201,107.394942,103.483695,222.280337,0.004128,0,0,73.019858,90.459864,107.794651,111.577296,90.688763,128.300463,109.464858,153.223819,115.882115,104.119438,90.024588,178.872571,213.952905,97.389506,165.089289,185.029518,193.565347,169.912085,95.144334,103.756769,150.3264,201.538801,88.150197
5165,86.08333333,535,2895.353004,2734.665631,5630.018634,26.956954,26.418959,0.004316,107.406534,103.511481,222.383897,0.003915,0,0,73.307196,90.673803,107.980232,111.843606,90.936664,128.703054,109.694512,153.48935,116.223562,103.88323,90.380067,179.631936,214.987155,97.287417,164.966885,184.913827,192.973937,169.720426,94.72053,103.870806,150.259805,201.545934,87.96237
5170,86.16666667,540,2819.621744,2683.862856,5503.4846,26.242638,25.913379,0.003488,107.444293,103.570549,222.447908,0.004062,0,0,73.189643,90.56224,107.944321,111.649585,91.013851,128.643073,109.780403,153.548279,116.228922,103.84516,90.244961,180.285807,215.779497,97.384956,164.875375,184.707201,193.210426,169.556649,94.754645,104.009526,150.374008,201.814604,88.12595
5175,86.25,545,2795.777387,2671.136891,5466.914278,26.026806,25.785732,0.003095,107.419149,103.589727,222.332927,0.003898,0,0,73.194684,90.880293,108.165671,111.927394,90.889203,128.838552,110.066314,153.666872,116.491178,103.956584,89.988863,180.900403,216.462231,97.439304,164.896417,184.534927,193.095984,169.586509,94.765172,104.55649,150.421154,201.876139,88.065458
5180,86.33333333,550,2898.446784,2744.604259,5643.051043,26.987065,26.49172,0.004128,107.401335,103.602342,222.382959,0.004095,0,0,73.245997,90.629219,108.031061,111.889868,90.832153,129.241715,110.146829,153.649884,116.55027,103.906753,90.141741,181.418428,217.149537,97.553918,164.834306,184.543062,192.956048,169.150011,94.704379,104.464455,150.438716,201.838963,87.972099
5185,86.41666667,555,2839.018004,2743.512726,5582.53073,26.4433,26.479812,0.003357,107.362468,103.607711,222.30497,0.0043,0,0,73.149218,90.667655,107.823219,111.527788,90.630792,128.945373,109.900223,153.659306,116.45576,103.741469,89.907786,181.872374,217.781771,97.673238,164.679967,183.926176,192.691812,169.147577,94.967036,105.088216,150.66489,201.766423,88.122624
5190,86.5,560,2874.535388,2745.862287,5620.397675,26.775691,26.503711,0.003152,107.356161,103.602938,222.281615,0.004111,0,0,73.006829,90.517597,108.060649,111.681164,91.071272,129.732937,110.272255,153.844668,116.712601,104.074945,90.059244,182.403722,218.576479,97.898906,164.737118,184.008392,192.253848,168.80351,94.643478,104.852434,150.32968,201.600541,87.861152
5195,86.58333333,565,2951.567152,2810.597641,5762.164793,27.491851,27.152051,0.003857,107.361531,103.513271,222.32338,0.003849,0,0,72.899492,90.649027,107.899911,111.695177,91.139866,129.737367,110.280743,153.871704,116.569909,103.984132,89.873734,182.884314,219.21276,97.860501,164.815918,183.439956,192.275929,168.934256,94.739254,105.448054,150.373943,201.596386,87.882899
5200,86.66666667,570,2857.468584,2734.248432,5591.717016,26.596952,26.427376,0.003497,107.43594,103.462727,222.441345,0.004324,0,0,72.519509,90.437668,107.675916,111.454701,90.962237,129.659872,110.056938,153.603011,116.433451,103.81105,89.73194,183.35472,219.58833,97.638405,164.340332,182.877068,192.082693,168.892654,94.811211,105.723098,150.545056,201.806752,88.23738
5205,86.75,575,2842.845195,2710.680254,5553.52545,26.440178,26.209774,0.003579,107.519896,103.422497,222.55198,0.004119,0,0,72.835586,90.806378,107.844468,111.666081,91.108878,130.158119,110.518271,154.059625,116.451224,103.981523,89.756332,184.23739,220.671335,97.939838,164.599618,183.156086,192.220467,168.926052,94.704579,105.870268,150.566911,201.997213,87.963768
5210,86.83333333,580,2803.683539,2669.000438,5472.683977,26.068325,25.807917,0.00307,107.551348,103.417894,222.596983,0.004128,0,0,73.130199,90.653475,107.922948,111.786169,91.217994,130.184308,110.672577,154.086315,116.91264,104.031211,89.83764,184.907514,221.260633,97.630233,164.650001,182.706515,191.461675,168.931382,94.838156,106.067082,150.329228,201.815372,88.187345
5215,86.91666667,585,2921.710753,2757.739366,5679.450119,27.172081,26.678204,0.004013,107.526204,103.370503,222.48294,0.00407,0,0,72.694327,90.394962,107.902661,111.746977,91.159267,130.438703,110.338171,153.915963,116.76743,104.094631,89.827884,184.938351,221.616213,97.653117,164.318829,182.42373,191.134749,169.019713,94.836474,106.357604,150.846461,202.007745,88.140964
5220,87,590,2852.724856,2737.764555,5590.489411,26.53501,26.47292,0.003611,107.507964,103.417553,222.501947,0.004103,0,0,72.982742,90.636602,108.047438,111.977377,91.432266,130.961445,110.848177,154.055411,116.87304,104.405166,89.72708,185.408258,222.483931,97.37955,164.309615,182.313775,190.77094,168.57959,94.802671,106.444826,150.657028,201.845031,88.082525
5225,87.08333333,595,2877.225684,2718.447591,5595.673275,26.766897,26.281043,0.003906,107.49194,103.437583,222.451914,0.003808,0,0,72.947626,90.6739,107.87504,111.6621,91.741459,130.86419,110.907611,154.420234,117.031614,104.495336,89.873898,186.182441,223.249349,97.992042,164.250069,182.076612,191.049323,168.685542,95.013505,106.746028,150.70791,201.679335,88.191801
5230,87.16666667,600,2840.988954,2735.020143,5576.009097,26.427942,26.452029,0.003292,107.49944,103.395477,222.438277,0.003923,0,0,73.07134,90.6991,108.069797,111.84418,91.849563,131.284344,110.889873,154.379451,117.310952,104.602697,89.849249,186.754792,223.880541,98.170882,164.178204,181.974652,190.57362,168.53333,95.028435,107.244391,150.602725,201.672113,88.132504
5235,87.25,605,2885.456554,2742.517182,5627.973736,26.84083,26.51811,0.003816,107.502509,103.420536,222.450295,0.003824,0,0,72.823141,90.535337,107.800722,111.962363,91.807797,131.291999,110.808589,154.276817,117.061104,104.383644,89.915645,186.988661,224.335304,97.967121,164.223079,181.612748,190.289787,168.097586,94.599628,107.22588,150.741892,201.871606,88.112778
5240,87.33333333,0,2862.31052,2706.664022,5568.974541,26.624383,26.181147,0.003988,107.507111,103.382181,222.45413,0.003939,0,0,-100710.1344,90.767218,108.086152,112.128644,92.036106,131.483531,110.991316,154.447618,117.193427,104.560094,89.946625,187.576051,224.772039,98.074145,164.151288,181.461432,190.513226,168.002132,94.765886,107.539272,150.784158,202.017121,88.219338
5245,87.41666667,5,2866.394082,2760.759513,5627.153596,26.673639,26.70643,0.004324,107.461681,103.374339,222.443135,0.003923,0,0,72.954731,90.887428,108.175052,112.225455,91.586965,131.947392,111.014996,154.79442,117.325492,104.6629,89.880459,187.62142,225.676201,98.234331,164.252386,181.079093,189.835708,167.736581,95.030662,107.817778,150.658374,201.806159,88.038459
5250,87.5,10,2913.636152,2758.992013,5672.628165,27.107516,26.686383,0.004095,107.484439,103.38576,222.456005,0.003808,0,0,72.858883,90.724695,107.951085,112.288412,91.763871,132.156521,110.958456,154.748736,117.189894,104.904597,89.881356,187.984956,224.490107,98.393447,163.92456,180.856457,189.740743,167.776287,95.048128,108.039611,150.852929,201.652162,87.968706
5255,87.58333333,15,1071.0287,828.426267,1899.454967,9.897387,7.866573,0,108.21328,105.309677,225.049696,0.004447,0,0,72.893204,90.632739,108.785037,111.837922,91.825768,131.61755,110.844005,154.85085,117.872032,104.857155,90.050816,187.88714,223.008026,98.004652,164.13443,180.593121,189.400273,167.529893,94.692634,108.413846,150.918321,201.483993,87.920848
5260,87.66666667,20,137.362308,121.080061,258.442369,1.269838,1.149312,0,108.173135,105.349993,224.916644,0.004177,0,0,72.928938,90.705013,108.597431,111.917996,91.914933,131.552643,111.103935,154.910381,118.267882,104.8031,89.82719,187.507676,221.038052,98.024102,163.973812,180.458262,189.025814,167.181231,94.500529,108.55268,150.904897,201.519326,87.8187
5265,87.75,25,72.558682,69.662587,142.221269,0.670753,0.661074,0,108.17501,105.37795,225.005544,0.004587,0,0,73.015124,90.755011,108.461812,111.781289,92.241086,131.825063,111.175768,155.054615,118.118757,104.990639,89.939271,187.391285,219.445617,98.178124,164.20632,180.699661,189.035361,166.970146,94.231504,108.811548,150.884427,201.267123,87.786223
5270,87.83333333,30,263.726836,258.542489,522.269325,2.438527,2.456902,0,108.150036,105.23109,224.921247,0.004283,0,0,72.672033,90.809439,108.135901,111.437963,92.120731,131.587042,110.880531,155.000309,118.17902,104.867213,89.815356,186.846991,217.738977,98.395545,163.929516,180.797166,189.228128,167.260009,94.370591,109.250352,150.929902,201.773984,87.950716
5275,87.91666667,35,400.121473,334.325372,734.446845,3.72226,3.228366,0,107.494241,103.558701,222.333949,0.004062,0,0,72.712387,90.693822,107.392218,111.321026,92.081728,132.039919,110.827684,155.02094,117.626673,104.857869,90.064919,186.130767,216.344236,98.774759,163.875378,180.95926,188.60175,167.179178,94.603978,108.943881,151.138569,201.689563,87.95098
5280,88,40,265.224892,262.779807,528.004699,2.452567,2.496979,0,108.141768,105.239103,224.959432,0.004595,0,0,72.618446,90.684056,107.992275,111.212518,92.095839,131.469854,110.904075,155.121474,118.271129,104.772108,90.0819,185.876395,214.75267,98.420221,163.796995,181.385024,187.877467,166.892715,94.081331,109.343992,150.984589,201.154127,87.794273
5285,88.08333333,45,119.696568,107.022811,226.719379,1.107048,1.016887,0,108.122335,105.245495,224.854082,0.004611,0,0,72.86077,90.888958,107.863898,111.109539,92.207814,131.072296,110.958679,155.128615,118.179153,104.978569,90.065235,185.36751,213.535972,98.974939,163.849432,181.47086,188.359094,166.949859,94.689588,109.42091,151.23016,201.411781,87.863324
5290,88.16666667,50,288.40591,232.690492,521.096402,2.664629,2.209238,0,108.23493,105.326127,225.091546,0.004726,0,0,72.99483,90.931561,107.813513,111.043892,92.033995,130.930142,110.893021,155.157046,118.304555,105.220972,90.398058,184.804858,212.333867,98.828133,163.635452,182.454161,188.928719,166.974115,94.878247,109.717527,151.509063,201.463857,87.993727
5295,88.25,55,2823.276049,2688.464684,5511.740733,26.250744,26.002449,0.003505,107.550325,103.39275,222.576186,0.004185,0,0,72.955127,90.773602,107.223228,111.277864,92.016595,131.031676,110.681119,155.357397,117.966254,105.263604,90.725402,184.227862,211.221191,98.837357,163.674436,182.946717,188.679888,166.695384,95.255609,109.297197,151.280691,201.265621,87.600405
5300,88.33333333,60,26.439846,33.462805,59.902652,0.244276,0.317709,0,108.237487,105.325275,225.102371,0.004693,0,0,73.109724,90.89831,107.867113,111.173713,92.17914,130.778545,110.696136,155.401587,118.478915,105.475141,90.682833,183.823384,210.444195,98.561546,163.787241,183.490153,188.500914,166.659934,94.852199,109.683183,151.30049,201.492224,87.773629
5305,88.41666667,65,2939.797275,2769.926586,5709.723861,27.338813,26.802622,0.004292,107.532,103.345359,222.509107,0.003546,0,0,72.711777,90.736567,107.017461,110.955411,92.068594,130.909038,110.535562,155.383314,118.008131,105.263431,90.7552,183.054758,209.389928,98.701112,163.513803,183.711088,188.349819,166.575215,95.323927,109.364849,151.487344,201.726453,87.925366
5310,88.5,70,215.44698,210.265353,425.712333,1.991947,1.996651,0,108.158986,105.308995,224.798424,0.004505,0,0,72.855095,90.48318,107.878709,110.708092,92.275858,130.32264,110.36659,155.418666,118.165904,105.042056,90.85586,182.477387,208.391824,99.117498,163.80193,184.05143,188.329471,166.806387,95.136712,109.833783,151.874867,201.479852,87.912946
5315,88.58333333,75,2920.724603,2787.530584,5708.255187,27.165451,26.96996,0.004628,107.516146,103.356866,222.492656,0.004267,0,0,73.124196,90.853763,107.045042,111.015343,91.914631,130.881267,110.308269,155.6053,117.732369,105.190645,90.919371,181.851549,207.396548,98.6583,163.962288,184.551645,188.167878,166.742762,95.375589,109.302651,151.800433,201.321627,87.897819
5320,88.66666667,80,2839.21868,2727.312056,5566.530735,26.4116,26.376022,0.004701,107.498929,103.401188,222.562549,0.00389,0,0,73.059303,90.878077,106.851753,110.467175,91.928803,130.75414,110.061371,155.318067,117.880955,105.10059,90.950973,181.466118,206.794187,99.043612,163.593062,184.607149,188.597058,166.216719,95.297822,108.885215,151.721528,201.300638,87.728753
5325,88.75,85,2839.327305,2701.603783,5540.931088,26.40365,26.114631,0.003439,107.535409,103.451732,222.568259,0.004128,0,0,73.108489,91.043691,107.141681,110.944465,92.249506,130.861889,109.976133,155.59661,118.231054,105.462796,90.951771,181.000515,205.938133,98.921607,163.743762,184.778002,188.229123,166.192118,95.201596,109.034521,151.960208,201.534489,87.818662
5330,88.83333333,90,365.931903,292.356629,658.288532,3.382108,2.775229,0,108.196404,105.345049,225.035291,0.004439,0,0,72.779932,90.695568,107.768742,110.692744,92.141708,130.007382,109.79631,155.621335,117.961676,105.453005,90.960852,180.544835,205.411223,98.713469,163.831264,184.750602,188.016824,166.287625,94.915574,109.559927,151.901187,201.244036,87.813945
