Sec,Min,Sec/cyc,L1 Power,L2 Power,L1+L2 Power,L1-N Amps,L2-N Amps,N Amps,L1-N Volts,L2-N Volts,L1-L2 Volts,L3 N Amps,L3 Power,L3-N Volts,Ambient Air,power cord strain relief,power cord at separation,power cord at individual conductor,power switch body top,internal wiring by tank,terminal block body,hi limit body,circuit breaker body 40A,circuit breaker body 4A,inlet valve windings,hot lead at heating element,element end seal,ambient near 24vdc power supply,body of bypass valve windings,body of brew valve windings,lock solonoid windings,ambient near electronic control,spin motor,solid state relay,ptc lead,ptc hi limit control,Handle
0,0,0,2796.057453,2668.997439,5465.054892,26.008735,25.766669,0,107.504554,103.583334,222.574993,0.003726,0,0,65.601557,77.168226,88.113823,90.402606,85.01332,107.724191,93.761847,114.058545,104.781402,87.821663,77.566834,133.284575,161.935755,80.887932,93.629839,93.673036,89.144566,113.652585,72.294853,112.149831,110.800662,99.886613,69.227047
5,0.083333333,5,3402.304355,3244.487359,6646.791714,31.730594,31.459425,0.002939,107.224729,103.132443,221.782907,0.003177,0,0,65.72998,77.122927,88.193004,90.678879,85.389937,107.725744,93.569644,114.175713,105.126972,88.056092,77.799951,133.793586,163.935389,81.064855,94.090734,94.097997,89.07801,113.816815,72.101575,112.173556,110.539619,99.809637,69.161421
10,0.166666667,10,2994.933219,2860.57406,5855.50728,27.901846,27.631258,0,107.338176,103.526738,222.228514,0.003341,0,0,65.571984,76.937411,88.223958,90.495437,85.271821,108.016674,93.738476,114.420804,105.113898,88.046014,77.680378,134.147941,166.213243,80.551155,93.882576,93.985893,89.168983,114.022924,72.197671,112.151876,110.647838,99.638901,69.151941
15,0.25,15,2978.544167,2845.21606,5823.760227,27.744202,27.481032,0,107.357354,103.533813,222.28528,0.003398,0,0,65.828585,77.213219,88.505525,90.698908,85.438616,108.32024,93.8185,114.547526,105.133128,88.34876,77.851938,134.844621,168.318148,80.818838,94.264407,94.43706,89.349521,113.604467,72.280424,111.850855,110.694168,99.729505,69.311407
20,0.333333333,20,2969.585834,2836.031613,5805.617447,27.641995,27.414598,9.53674E-05,107.43023,103.449686,222.362077,0.003505,0,0,65.791941,77.101766,88.196487,90.443321,85.070188,108.300831,93.758408,114.470658,105.25911,88.478368,77.679711,135.480576,170.341252,80.641059,94.141,94.748447,89.294256,114.128982,72.038212,111.959555,110.994677,100.144311,69.434232
25,0.416666667,25,2970.504994,2829.008409,5799.513403,27.628718,27.367318,0.001046,107.515123,103.371782,222.461631,0.003349,0,0,66.079487,77.365752,88.672319,90.819518,85.45197,108.652495,93.802665,114.959533,105.806724,88.931316,77.855543,136.196484,171.825141,81.09812,94.557159,95.761801,89.781982,113.645227,72.186576,111.974367,111.232409,100.578017,69.576411
30,0.5,30,1874.619637,2261.018697,4135.638334,17.453594,21.884796,0,107.405938,103.314589,222.411513,0.00357,0,0,66.125609,77.59758,88.430561,90.721352,85.007514,109.056801,93.93329,115.071355,105.654436,89.533307,78.043669,136.222554,173.551283,81.566399,94.74856,96.42836,90.300773,113.796738,72.108256,112.308456,111.421525,101.214211,69.432662
35,0.583333333,35,403.828618,338.79281,742.621428,3.732922,3.216933,0,108.180295,105.315473,224.94426,0.004054,0,0,66.236166,77.465243,89.571934,90.732788,85.382637,109.220369,94.195273,115.503011,105.073201,89.856615,78.359382,136.864571,174.090037,81.515733,95.232377,97.198806,90.605635,114.685866,72.067857,112.728438,111.643299,101.676185,69.767014
40,0.666666667,40,276.718163,246.788935,523.507098,2.559544,2.34118,0,108.112277,105.412214,224.876243,0.003742,0,0,65.919621,77.35405,89.134869,90.569405,85.302215,108.657478,93.86424,115.491852,104.783664,89.639941,78.159949,136.985002,173.400478,81.589696,95.245949,98.365603,90.871574,114.686872,72.041179,112.86065,111.813648,102.339096,69.460875
45,0.75,45,2991.904624,2852.678266,5844.582891,27.641036,27.05381,0,108.241408,105.444603,224.971536,0.003841,0,0,65.889076,77.598673,89.18914,90.573758,85.378734,108.90864,93.720437,115.680869,105.201701,90.036795,78.43721,137.389209,172.92787,82.029522,95.546423,99.63035,90.960897,114.903585,72.050106,112.746269,112.064266,103.093802,70.083276
50,0.833333333,50,159.431769,158.187918,317.619687,1.485907,1.525148,0,107.2959,103.71971,222.127255,0.003677,0,0,65.829317,77.526986,88.338101,90.61374,85.308914,109.019638,93.808715,115.710688,105.695999,90.240146,78.777607,137.47301,172.093277,82.545159,95.758574,100.744311,91.489998,115.044323,72.373731,112.538745,112.16629,103.928651,69.722638
55,0.916666667,55,161.678748,161.486431,323.165179,1.495922,1.531369,0,108.079632,105.45236,224.863799,0.003906,0,0,65.959606,77.546096,89.054477,90.117525,85.51654,109.09125,94.088179,115.893248,105.164701,90.397977,78.779441,137.6768,171.603976,82.685995,95.986287,102.119955,92.24934,115.298202,72.098144,112.888556,112.545893,104.826961,69.895742
60,1,60,160.666368,160.08068,320.747049,1.485571,1.518919,0,108.15123,105.391161,224.945624,0.003833,0,0,65.491451,77.387936,89.008809,90.09137,85.405075,108.954531,93.6561,116.198235,105.065252,90.384392,78.769369,137.988666,171.336257,82.469486,95.993324,102.902776,92.462608,115.778699,72.128146,112.814851,112.817223,105.806579,69.661025
65,1.083333333,65,2960.725425,2821.442429,5782.167854,27.54527,27.281034,0.000849,107.485803,103.421388,222.45055,0.003579,0,0,65.573396,77.423081,88.246456,89.984528,85.371427,109.102724,93.732172,116.401945,105.94744,90.450213,79.078741,138.176951,171.260877,82.730112,96.416177,103.964687,92.992761,116.088582,72.505047,112.641669,112.796598,106.60981,69.442572
70,1.166666667,70,157.176114,156.950445,314.126559,1.452633,1.490046,0,108.200836,105.332605,224.997106,0.004013,0,0,65.839547,77.707327,88.974956,90.094447,85.624544,109.191266,93.849292,116.559843,105.104946,90.815273,79.093582,138.323553,171.180917,82.425154,96.867273,104.718661,93.282988,116.205319,72.165514,112.764379,113.171353,107.5704,69.601365
75,1.25,75,2964.248198,2822.857219,5787.105418,27.567398,27.30322,0.000538,107.527312,103.38917,222.494958,0.003824,0,0,65.588453,77.511964,88.287115,89.773326,85.269164,108.86346,93.575167,116.715665,105.990083,90.75004,79.03362,138.181604,170.690247,82.616497,96.751396,105.385464,93.677581,116.831222,72.139943,112.53561,113.426594,108.561236,69.695686
80,1.333333333,80,1859.615143,1403.624428,3263.239571,17.169197,13.329286,0,108.31113,105.303796,225.084983,0.003865,0,0,65.700188,77.715894,88.745947,89.516966,85.701886,109.15311,93.68009,116.990645,105.049876,90.842341,78.893151,138.394252,170.637702,82.89688,97.28625,105.84629,93.955096,116.975428,71.920771,112.569816,113.913615,109.768033,69.783487
85,1.416666667,85,2966.013402,2823.772812,5789.786215,27.582699,27.318111,0,107.531659,103.366327,222.505356,0.003456,0,0,65.629594,77.603936,88.171193,89.745602,85.594221,109.332334,93.516472,117.032637,106.103009,91.079134,79.153344,138.294929,170.015182,82.076079,97.494389,106.358962,94.364384,117.338226,72.16226,112.220464,114.045988,110.514508,69.710182
90,1.5,90,2964.286862,2823.045611,5787.332473,27.563825,27.312112,0,107.542654,103.362406,222.500072,0.003611,0,0,65.449617,77.651868,88.160856,89.560893,85.582223,109.10482,93.672137,117.245648,106.002899,90.849347,79.069004,138.286296,169.404148,82.963621,97.511092,106.789322,94.677964,117.623483,72.294486,112.44248,114.428923,111.656586,69.679258
95,1.583333333,95,2964.400027,2822.524011,5786.924038,27.566537,27.301572,0,107.536176,103.383203,222.478166,0.003775,0,0,65.658149,77.598369,88.39357,89.689827,85.665303,109.166285,93.339787,117.451277,106.161714,91.218595,79.023805,138.257799,169.025633,82.826252,97.886805,107.504273,94.944205,118.173831,72.08397,112.086735,114.790737,112.665171,69.495909
100,1.666666667,100,2956.677314,2816.78526,5773.462574,27.502374,27.234499,0,107.506259,103.427099,222.449357,0.003595,0,0,65.44224,77.568104,88.552929,89.84895,85.656506,109.355688,93.360953,117.714843,106.167052,90.927233,78.941445,138.296803,168.655749,82.817427,98.046062,108.151334,95.502328,118.659684,72.078148,111.811794,115.143968,113.843816,69.901424
105,1.75,105,2954.949696,2819.046386,5773.996082,27.500956,27.236901,0.00098,107.448981,103.500998,222.392335,0.003488,0,0,65.54514,77.632943,88.515027,89.865032,85.539023,109.230588,93.34547,117.907303,106.043104,91.06194,79.068585,138.330518,168.414207,83.477184,98.5403,109.048861,96.086189,119.05336,72.165786,111.78637,115.425269,114.823731,70.183876
110,1.833333333,110,200.61774,187.149277,387.767017,1.85626,1.774246,0,108.076308,105.480998,224.858003,0.004218,0,0,65.694822,77.705669,89.079652,89.860919,85.366993,109.042852,93.246059,117.994489,105.123665,91.217352,78.829967,138.29431,168.49513,83.466506,98.940439,109.964211,96.351858,119.277451,71.909132,111.736905,116.002382,116.111069,70.204194
115,1.916666667,115,150.921042,151.579202,302.500245,1.396534,1.436479,0,108.068296,105.521314,224.828767,0.003972,0,0,65.42253,77.634215,89.218123,89.903182,85.367496,109.051279,93.151232,118.377646,105.041654,91.043757,78.820208,138.148238,168.116032,83.4086,99.020793,110.729081,96.923447,119.686116,71.983077,111.527824,116.203843,117.067284,70.177899
120,2,120,2942.748706,2811.865291,5754.613997,27.405796,27.142864,0,107.376873,103.595011,222.322102,0.003726,0,0,65.592661,77.523105,88.541797,89.803774,85.258195,108.960732,93.205694,118.641899,106.403719,90.673923,78.889127,139.059023,167.201019,83.239812,99.419502,111.123435,97.035703,120.313546,72.04687,110.731282,116.273573,117.916597,70.078788
125,2.083333333,125,166.444845,166.457247,332.902092,1.539999,1.578518,0,108.081167,105.451593,224.852718,0.003898,0,0,65.830691,77.617584,89.057248,89.560337,85.212431,109.412537,93.328367,118.610376,105.222816,91.048437,79.054073,138.47998,169.634013,83.747801,99.832425,111.812759,97.929068,120.272962,72.15137,110.965527,116.950674,119.322262,70.512859
130,2.166666667,130,2954.969753,2816.942152,5771.911905,27.492572,27.230967,0.001226,107.482478,103.446277,222.413644,0.003341,0,0,65.917197,77.584873,88.685205,89.665162,85.158809,109.25523,93.278472,119.033012,106.741221,90.865988,79.00253,139.767496,170.510859,83.773712,100.446991,112.388782,98.28981,120.629644,72.130705,110.35434,117.197732,120.445063,70.765397
135,2.25,135,2954.71257,2813.272336,5767.984906,27.474427,27.208831,0.000628,107.544103,103.395562,222.523426,0.00366,0,0,65.855249,77.653728,88.551389,89.525817,84.888668,109.336332,92.805571,119.031612,106.487141,90.786376,78.74031,139.923564,171.519418,83.606466,100.597389,112.982213,98.836825,120.918195,72.190094,110.22297,117.419724,121.258938,70.878356
140,2.333333333,140,2948.542571,2806.533058,5755.075629,27.410755,27.150142,0.000169,107.568821,103.370844,222.544053,0.003619,0,0,65.739771,77.68954,88.79828,89.525448,84.765953,109.366119,93.000362,119.172946,106.7283,90.99255,78.709955,140.321686,172.904078,83.695118,100.968272,113.700284,99.441297,121.180062,72.130321,110.168111,117.867712,122.543859,70.356566
145,2.416666667,145,2936.435422,2795.042826,5731.478248,27.298548,27.038607,0.000415,107.567457,103.372293,222.514988,0.003447,0,0,65.789277,77.742053,88.877725,89.498152,84.628381,109.284282,93.0766,119.267018,106.586144,91.020372,78.719281,140.707989,174.361716,83.52021,101.443703,114.322565,99.784154,121.50622,72.246614,109.804198,117.877926,123.18886,70.801075
150,2.5,150,2935.156905,2794.812171,5729.969076,27.289279,27.028576,0.000489,107.557144,103.402125,222.506123,0.003472,0,0,65.428952,77.38061,88.647193,89.419516,84.561542,109.494181,92.784938,119.279634,106.257474,90.80539,78.799016,141.376904,176.807089,83.219206,101.781055,115.201625,100.236076,121.68999,72.072148,109.652117,118.239614,124.432842,70.821166
155,2.583333333,155,2933.804646,2794.765791,5728.570437,27.281182,27.021913,0.000612,107.5395,103.425906,222.470921,0.003718,0,0,65.637731,77.491868,88.971338,89.638746,84.713479,109.653408,92.937876,119.536041,106.452292,90.606697,78.892433,142.153142,179.314878,83.119299,102.083225,116.179208,100.568947,121.948603,72.131678,109.176446,118.432027,125.639065,70.470319
160,2.666666667,160,2932.393513,2794.731664,5727.125178,27.275215,27.013635,0.000448,107.511288,103.456335,222.445692,0.003636,0,0,65.460669,77.564063,88.765754,89.606923,84.604791,110.188026,92.734028,119.562144,106.34903,90.854406,79.040467,143.125508,181.622211,83.237192,102.677895,117.04957,101.091753,122.044665,72.300742,109.059198,118.934458,126.775887,70.871461
165,2.75,165,2941.542081,2804.034879,5745.57696,27.362327,27.102845,0.000136,107.503361,103.459062,222.427537,0.00371,0,0,65.651812,77.817869,89.056876,89.717325,84.444965,110.345047,92.923234,119.889747,106.373795,90.916865,79.318461,144.084934,183.53055,83.169052,103.222522,117.541239,101.727076,122.002607,72.098572,108.930027,119.197641,127.935055,71.043263
170,2.833333333,170,2940.831254,2803.766835,5744.598089,27.357385,27.096526,0.000325,107.496798,103.473296,222.417735,0.003365,0,0,65.66202,78.007991,89.300941,89.858224,84.178291,110.488669,92.956153,119.923266,106.510487,90.98266,79.266941,144.786429,185.015432,83.40538,103.580895,118.2677,102.119006,122.347606,71.890718,108.631486,119.174444,128.774077,70.914321
175,2.916666667,175,2940.647821,2805.170727,5745.818548,27.363294,27.103172,0.000374,107.466881,103.499719,222.375629,0.003619,0,0,65.380499,77.74288,89.318445,89.987209,84.46684,110.664223,93.048729,120.077032,106.483881,90.872971,79.147551,145.577772,186.638996,83.319653,103.777354,118.666807,103.076681,122.745362,72.240968,108.934016,119.81832,130.040068,71.211112
180,3,180,2942.29389,2807.98896,5750.282849,27.38693,27.12417,0.000808,107.434236,103.5235,222.355343,0.003636,0,0,65.717715,77.930108,89.667043,90.230982,84.449458,111.002206,93.079592,120.557367,106.425538,91.025395,79.166596,146.468122,187.905271,83.552232,104.375632,119.395885,103.425924,123.266161,72.229158,108.736933,120.061238,131.084792,71.064197
185,3.083333333,185,2938.591371,2806.387633,5744.979005,27.355918,27.095829,0,107.420683,103.57268,222.328835,0.003505,0,0,65.68356,77.788726,89.618824,90.238321,84.404213,111.006604,93.040852,120.602866,106.649613,91.196704,79.272541,147.206649,189.181305,83.400742,104.689539,120.176029,103.986167,123.553897,72.113476,108.7669,120.299401,131.860475,71.29893
190,3.166666667,190,2928.970782,2798.549657,5727.520439,27.274019,27.016151,0.000759,107.39051,103.588022,222.305651,0.003677,0,0,65.599677,77.974914,89.924528,90.330676,84.353981,111.161767,93.123218,120.895107,106.636438,91.216496,79.251562,148.16425,190.365843,83.622474,104.841801,120.845354,104.493192,123.494883,72.265336,108.615622,120.240572,132.877081,71.294343
195,3.25,195,2928.874038,2798.047921,5726.921959,27.272339,27.014397,9.53674E-05,107.393579,103.576175,222.332586,0.003406,0,0,65.714445,77.959361,89.670757,90.373697,83.980208,111.01296,92.822689,120.86579,106.667935,91.162313,79.05623,148.496261,191.385239,83.586603,105.250015,121.377278,105.018884,124.19368,72.515451,108.925824,120.647582,133.94459,71.660294
200,3.333333333,200,2928.648164,2794.216098,5722.864263,27.256455,26.995285,0,107.447873,103.507561,222.390801,0.003521,0,0,65.540091,77.878781,89.984591,90.291428,83.996939,111.50224,93.349062,121.191666,106.731985,91.149757,79.213862,149.33781,192.796118,83.419548,105.333292,122.250384,105.117546,123.986978,72.49747,108.612848,121.005478,134.657745,71.270733
205,3.416666667,205,2928.721345,2791.288758,5720.010103,27.241793,26.982246,0.000308,107.50839,103.44909,222.460352,0.00366,0,0,65.400525,78.031067,89.996533,90.640474,83.892619,111.680888,93.215157,121.36688,106.57421,91.18476,79.39628,150.273427,194.006092,83.794225,105.985909,122.862543,105.918957,124.326486,72.382738,108.711978,121.330018,135.856779,71.212603
210,3.5,210,2938.92379,2799.124986,5738.048776,27.33056,27.068611,0.000522,107.532511,103.408518,222.478252,0.003628,0,0,65.846507,78.137614,90.19079,90.63449,84.31107,112.139849,93.371551,121.716159,106.796705,91.287273,79.685238,150.982207,195.01703,83.927413,106.263879,123.605465,106.353301,124.735058,72.335996,108.775109,121.708592,136.86226,71.322827
215,3.583333333,215,2941.737674,2801.936066,5743.67374,27.352869,27.099124,0.00039,107.547683,103.395818,222.502288,0.003497,0,0,65.521868,78.075402,90.095794,90.531844,84.152988,112.171738,93.253068,121.647911,106.779851,91.276195,79.4032,151.53052,195.668217,83.593263,106.463928,123.813099,107.11371,124.92946,72.38207,108.764926,121.802658,137.862578,71.464233
220,3.666666667,220,172.444654,170.069887,342.514542,1.593426,1.615128,0,108.222571,105.298085,225.010829,0.004021,0,0,65.532101,78.316032,90.276371,90.766609,84.475974,112.670492,93.383731,121.963943,105.251543,91.674243,79.546219,151.942714,197.17879,83.65596,107.034629,124.270489,107.714246,124.548549,72.532933,108.877904,122.011868,138.888108,71.621472
225,3.75,225,2961.694425,2819.580889,5781.275314,27.537689,27.2756,0.00071,107.550581,103.373742,222.51763,0.003538,0,0,65.385237,78.168491,90.113019,90.700571,84.037274,111.994748,93.208435,122.047271,106.370202,91.65764,79.499428,152.706298,196.841984,83.520768,107.246171,124.852272,108.201413,125.007008,72.489159,108.986723,122.46688,140.027947,71.319584
230,3.833333333,230,156.398359,156.373461,312.77182,1.444896,1.484916,0,108.241919,105.307972,225.039212,0.00398,0,0,65.194856,78.195923,90.313946,90.877064,84.44526,112.354916,93.366251,122.19975,105.319969,91.408251,79.623238,152.916904,195.702863,83.282111,107.638828,125.438287,108.446117,125.246904,72.558316,108.827637,122.763726,140.722276,71.554111
235,3.916666667,235,2951.392103,2809.347487,5760.73959,27.435571,27.175015,0.000595,107.575384,103.379794,222.543286,0.003677,0,0,65.466509,78.424819,90.446068,90.585038,84.584394,112.189651,93.403829,122.545129,106.757293,91.759926,79.782023,153.40826,193.945673,83.630547,108.073942,126.333733,108.96574,124.946213,72.490866,109.141135,123.047502,142.004712,71.52386
240,4,240,2947.3801,2805.445101,5752.825201,27.397994,27.137692,0.000636,107.576492,103.378175,222.545161,0.003538,0,0,65.477226,78.230337,90.467822,90.77206,84.322748,111.99336,93.230444,122.86952,106.723751,91.659457,79.520146,153.729256,192.320542,83.451124,108.198943,127.042568,109.91081,125.194487,72.652042,109.238981,123.405679,142.998307,71.818968
245,4.083333333,245,2945.499151,2803.718175,5749.217326,27.382267,27.120965,0.000751,107.569588,103.37826,222.557776,0.003628,0,0,65.596891,78.52036,90.763094,91.047389,84.355744,111.681566,93.559513,123.250137,106.89714,91.724141,79.901201,153.871174,191.100782,83.771243,108.739708,127.700383,110.078013,125.355828,72.574187,109.347202,123.521234,143.838385,71.797351
250,4.166666667,250,2944.845821,2803.208065,5748.053886,27.375391,27.115449,0.000538,107.572742,103.380476,222.529563,0.003538,0,0,65.423162,78.290502,90.553883,90.818805,84.260482,111.686926,93.36712,123.26051,106.968555,91.655982,79.930955,153.546147,189.492571,83.867413,109.040373,128.207979,110.534941,125.219774,72.450097,109.184169,123.698589,144.87078,71.615997
255,4.25,255,2953.799777,2812.503275,5766.303052,27.464002,27.200496,0.000579,107.551689,103.398972,222.509447,0.003759,0,0,65.47935,78.342144,90.861201,90.940172,84.073839,111.361101,93.421105,123.431517,106.736518,91.823759,79.953791,153.306293,188.490746,83.716212,109.444919,128.686218,110.916884,125.346602,72.376564,109.021593,123.735411,145.506739,71.482332
260,4.333333333,260,2952.490866,2812.9504,5765.441267,27.458904,27.196906,0,107.523988,103.42906,222.465381,0.003447,0,0,65.569077,78.311776,90.682211,90.73325,83.838333,111.530927,93.580637,123.715532,106.808163,91.525994,79.785253,153.165416,187.306715,83.572912,109.60043,129.225725,111.20416,125.179931,72.307684,108.942437,124.23305,146.573412,71.623792
265,4.416666667,265,2955.862181,2817.94519,5773.807371,27.497604,27.235188,0.000505,107.495264,103.467074,222.458051,0.003874,0,0,65.704063,78.343674,90.842053,90.710821,83.634427,111.156331,93.368091,124.004355,106.774599,91.828906,80.037747,152.942501,186.322289,83.365676,110.020167,129.669666,112.051943,126.064105,72.09516,108.831897,124.372972,147.51776,71.589204
270,4.5,270,2951.620812,2814.656017,5766.27683,27.462699,27.200463,2.16067E-05,107.47745,103.47824,222.417565,0.003767,0,0,65.874132,78.48822,91.076448,90.865065,83.83035,111.175262,93.645011,124.179964,106.867612,91.516058,80.174629,152.970471,185.631876,83.614751,110.4172,130.460979,112.943026,126.044258,72.401839,108.841445,124.786603,148.515467,71.876193
275,4.583333333,275,2942.311728,2807.040693,5749.352422,27.375259,27.116818,0.000579,107.480689,103.516596,222.429497,0.003701,0,0,65.550273,78.645335,91.100933,90.958806,83.548784,111.311232,93.46876,124.349942,106.904794,91.687419,79.872179,152.618592,184.996732,83.740309,111.007574,130.961644,113.240942,126.403036,72.07411,108.548114,124.73007,149.139494,71.604174
280,4.666666667,280,2941.332529,2806.712234,5748.044763,27.369752,27.112015,0.000661,107.46654,103.522818,222.39958,0.003808,0,0,65.799571,78.781167,91.307289,91.196774,83.754487,111.06567,93.68102,124.526229,107.019232,91.858848,80.156259,152.403932,184.384826,84.003524,111.122684,131.649219,113.553239,126.037185,72.248253,108.331205,125.04437,149.951524,71.891447
285,4.75,285,2939.544784,2805.510621,5745.055405,27.357131,27.099583,0,107.450771,103.525971,222.390119,0.003906,0,0,65.784181,78.522438,91.217864,91.046603,83.48622,110.90296,93.724658,124.623816,106.784589,91.736708,80.314963,152.240556,183.360365,83.718593,111.610365,132.328315,113.973041,125.800824,72.107696,108.2277,125.285512,150.844389,71.692443
290,4.833333333,290,2938.992269,2804.936521,5743.92879,27.351902,27.092944,0.000358,107.451112,103.530148,222.394381,0.003292,0,0,65.635758,78.461276,91.256777,90.911806,83.366588,110.721615,93.455411,124.856382,106.987103,91.757796,80.20104,152.190171,182.37765,83.63003,111.935627,132.575244,114.255112,126.523335,72.197832,107.892328,125.542727,151.629613,71.839349
295,4.916666667,295,2948.157797,2813.032673,5761.190471,27.435743,27.177925,0,107.456823,103.504322,222.40495,0.003701,0,0,65.905343,78.528829,91.401056,90.972727,83.34389,110.770506,93.795524,124.90258,107.009549,91.722368,80.212698,151.954828,181.827511,83.620407,112.404426,133.368249,114.996059,126.652072,72.338384,107.759466,125.71486,152.64274,71.986584
300,5,300,2952.066489,2814.985853,5767.052341,27.464362,27.203897,0.000899,107.487166,103.477302,222.432395,0.003718,0,0,65.867804,78.426933,91.279207,90.9796,83.140008,110.55778,93.692577,125.193902,106.934765,91.665711,80.082298,151.790574,181.289451,83.552194,112.402834,133.479183,115.492487,126.533129,72.484656,107.739802,126.105875,153.426069,71.944572
305,5.083333333,305,2948.950609,2810.128577,5759.079186,27.427957,27.166959,5.43892E-05,107.516231,103.439203,222.457795,0.003628,0,0,65.341713,78.792406,91.496455,90.987594,83.044691,110.441593,93.687224,125.235523,106.88693,91.557969,80.103104,151.672112,181.022809,83.668478,112.880998,134.027818,115.981875,126.625925,72.078,107.280424,126.248571,154.083443,71.824641
310,5.166666667,310,2953.569975,2814.000536,5767.570512,27.470181,27.210445,0.00089,107.519129,103.416189,222.490355,0.003734,0,0,65.539041,78.802256,91.860609,91.222826,82.777793,110.555294,93.766743,125.629259,106.929087,91.571721,80.227334,151.626199,180.837324,83.882425,113.026794,134.492831,116.72298,126.955087,72.037255,107.162157,126.346162,154.725347,71.930037
315,5.25,315,2950.942784,2810.723796,5761.66658,27.439243,27.181023,0.000423,107.544615,103.40758,222.508595,0.003595,0,0,65.370947,78.771078,91.861046,91.033782,82.696884,110.285893,93.734078,125.648778,107.018609,91.584299,80.100671,151.442198,180.436049,83.743639,113.138631,135.026352,117.405709,127.16937,72.389704,106.941283,126.670382,155.525603,72.114502
320,5.333333333,320,2944.447583,2803.225871,5747.673454,27.373792,27.114884,0.000448,107.564474,103.383289,222.545246,0.003538,0,0,65.51972,78.565136,91.743157,91.408091,82.260404,110.057448,93.902639,125.882056,106.890776,91.399996,80.156683,151.218508,179.774597,83.903524,113.482891,135.651956,117.655467,126.70474,71.999532,106.510917,126.868627,156.361712,72.001602
325,5.416666667,325,2941.885763,2800.535761,5742.421524,27.347722,27.088461,0.0003,107.573339,103.384823,222.543115,0.003447,0,0,65.495321,78.93333,92.169295,91.700071,82.207438,110.386985,94.001318,126.009664,107.005927,91.527285,80.675417,151.173912,179.539983,83.789416,113.884221,136.509496,118.107104,126.540495,72.186273,106.422235,127.279644,157.224255,71.992559
330,5.5,330,2940.324402,2799.157747,5739.482149,27.335633,27.07761,0.000505,107.563792,103.375362,222.543456,0.003382,0,0,65.575838,78.734169,92.138567,91.727187,82.377593,110.155558,93.912135,126.180302,107.173756,91.719499,80.561908,151.058519,178.834898,83.635889,114.307671,136.967928,118.312298,127.221393,72.173149,106.00637,127.17003,157.945491,72.199636
335,5.583333333,335,2939.845035,2798.485766,5738.330801,27.328708,27.069726,0.000407,107.573509,103.380646,222.548314,0.00371,0,0,65.463068,78.949216,92.13075,91.88726,82.263758,110.174452,94.123461,126.405296,106.945348,91.753352,80.855982,150.867043,178.548025,83.978312,114.546209,137.368264,118.560288,127.144492,72.395525,105.740508,127.700789,158.788679,72.393042
340,5.666666667,340,2948.937568,2807.251438,5756.189006,27.414492,27.155166,0.000153,107.568565,103.378175,222.544223,0.003579,0,0,65.130417,78.893286,92.316675,91.777946,81.897519,109.931781,94.075358,126.474921,107.133776,91.732633,80.688725,150.903034,178.583426,83.672421,114.711776,137.648792,118.961108,127.116796,71.993175,105.278719,127.542036,159.317374,72.226619
345,5.75,345,2950.072366,2808.674932,5758.747298,27.424868,27.169451,0.001194,107.569247,103.376214,222.538001,0.003283,0,0,65.204702,78.885484,92.399963,91.757313,82.324614,109.839803,94.178653,126.645858,107.163998,91.545285,80.992722,150.830512,178.569753,83.807168,115.057968,138.257846,119.463646,127.470662,72.33815,105.380928,127.97467,159.977752,72.537163
350,5.833333333,350,2947.847338,2806.286259,5754.133596,27.403944,27.145314,0.000251,107.570185,103.380135,222.546865,0.003619,0,0,65.285152,78.930566,92.283839,91.549651,81.852829,109.815137,94.390366,126.755563,106.979386,91.312476,80.711586,150.658026,178.171576,83.70827,115.256157,138.621936,120.010766,127.227078,72.183749,104.830481,128.118474,160.769069,72.278934
355,5.916666667,355,2939.604611,2798.058447,5737.663057,27.325282,27.066128,0.000194,107.578197,103.378601,222.541922,0.003529,0,0,65.563049,78.886256,92.584656,91.811477,81.836907,109.831033,94.142292,127.010163,107.197352,91.323038,80.747272,150.635274,177.873955,83.69279,115.261711,139.166626,120.864626,127.320297,72.363179,104.957087,128.325874,161.516823,72.583698
360,6,360,2940.755276,2800.005265,5740.760541,27.340354,27.080651,0.001054,107.56098,103.395051,222.54107,0.003996,0,0,65.246278,78.992911,92.326634,91.60017,81.680466,109.719912,94.278963,127.098407,106.830559,91.130237,80.488992,150.320283,177.389299,83.775986,115.484271,139.25798,120.888754,127.667117,72.153609,104.363976,128.553822,162.136378,72.65385
365,6.083333333,365,2939.986833,2799.529188,5739.516021,27.33347,27.074529,0.000374,107.559957,103.400847,222.518056,0.003767,0,0,65.28238,78.85105,92.550405,92.118996,81.760078,109.807349,94.3062,127.26126,106.997823,91.587835,80.657232,150.144185,177.380981,83.841932,115.823679,139.558981,121.324171,127.695409,72.635131,104.390999,128.737492,162.953722,72.801817
370,6.166666667,370,2937.331327,2797.093403,5734.42473,27.310383,27.051507,0,107.553649,103.398801,222.517715,0.003521,0,0,64.901077,78.977691,92.563508,92.259486,81.869105,109.521995,94.0659,127.395646,107.206371,91.446359,80.639372,150.208938,177.032183,83.823729,116.169616,140.171215,121.745898,128.16909,72.502044,103.932292,128.97105,163.632654,72.803177
375,6.25,375,2936.419916,2797.496109,5733.916025,27.305219,27.047999,0.000349,107.540608,103.427099,222.50655,0.003857,0,0,65.024877,79.133115,92.645387,92.233435,81.641789,109.683234,94.559908,127.720654,107.125479,91.234084,80.586742,150.062863,176.913215,83.885204,116.265517,140.513782,122.623533,127.74742,72.445964,103.592395,129.302846,164.235886,72.819493
